From	To	Species	Gene Name\
ENSG00000143303	51093	Homo sapiens	ribosomal RNA adenine dimethylase domain containing 1(RRNAD1)\
ENSG00000118369	57558	Homo sapiens	ubiquitin specific peptidase 35(USP35)\
ENSG00000144635	51143	Homo sapiens	dynein cytoplasmic 1 light intermediate chain 1(DYNC1LI1)\
ENSG00000120686	51569	Homo sapiens	ubiquitin fold modifier 1(UFM1)\
ENSG00000117000	6018	Homo sapiens	rearranged L-myc fusion(RLF)\
ENSG00000106351	3268	Homo sapiens	ArfGAP with FG repeats 2(AGFG2)\
ENSG00000204869	400706	Homo sapiens	uncharacterized LOC400706(LOC400706)\
ENSG00000120685	80209	Homo sapiens	proline and serine rich 1(PROSER1)\
ENSG00000106355	23658	Homo sapiens	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM5)\
ENSG00000105058	26017	Homo sapiens	family with sequence similarity 32 member A(FAM32A)\
ENSG00000157933	6497	Homo sapiens	SKI proto-oncogene(SKI)\
ENSG00000132635	64773	Homo sapiens	PC-esterase domain containing 1A(PCED1A)\
ENSG00000132639	6616	Homo sapiens	synaptosome associated protein 25(SNAP25)\
ENSG00000144619	152330	Homo sapiens	contactin 4(CNTN4)\
ENSG00000119661	83544	Homo sapiens	dynein axonemal light chain 1(DNAL1)\
ENSG00000133961	101928143	Homo sapiens	uncharacterized LOC101928143(LOC101928143)\
ENSG00000133962	79820	Homo sapiens	cation channel sperm associated auxiliary subunit beta(CATSPERB)\
ENSG00000156603	219541	Homo sapiens	mediator complex subunit 19(MED19)\
ENSG00000132631	140856	Homo sapiens	SCP2 sterol binding domain containing 1(SCP2D1)\
ENSG00000117036	2117	Homo sapiens	ETS variant 3(ETV3)\
ENSG00000120656	6883	Homo sapiens	TATA-box binding protein associated factor 12(TAF12)\
ENSG00000204856	29902	Homo sapiens	family with sequence similarity 216 member A(FAM216A)\
ENSG00000119669	64207	Homo sapiens	interferon regulatory factor 2 binding protein like(IRF2BPL)\
ENSG00000120659	8600	Homo sapiens	tumor necrosis factor superfamily member 11(TNFSF11)\
ENSG00000204851	57469	Homo sapiens	paraneoplastic Ma antigen family like 2(PNMAL2)\
ENSG00000121989	92	Homo sapiens	activin A receptor type 2A(ACVR2A)\
ENSG00000085840	4998	Homo sapiens	origin recognition complex subunit 1(ORC1)\
ENSG00000204852	79600	Homo sapiens	tectonic family member 1(TCTN1)\
ENSG00000121988	84083	Homo sapiens	zinc finger RANBP2-type containing 3(ZRANB3)\
ENSG00000120658	55068	Homo sapiens	ecto-NOX disulfide-thiol exchanger 1(ENOX1)\
ENSG00000072518	2011	Homo sapiens	microtubule affinity regulating kinase 2(MARK2)\
ENSG00000073849	6480	Homo sapiens	ST6 beta-galactoside alpha-2,6-sialyltransferase 1(ST6GAL1)\
ENSG00000106384	346606	Homo sapiens	monoacylglycerol O-acyltransferase 3(MOGAT3)\
ENSG00000105053	51231	Homo sapiens	vaccinia related kinase 3(VRK3)\
ENSG00000204859	3104	Homo sapiens	zinc finger and BTB domain containing 48(ZBTB48)\
ENSG00000105048	7138	Homo sapiens	troponin T1, slow skeletal type(TNNT1)\
ENSG00000132646	5111	Homo sapiens	proliferating cell nuclear antigen(PCNA)\
ENSG00000071203	54860	Homo sapiens	membrane spanning 4-domains A12(MS4A12)\
ENSG00000047597	7504	Homo sapiens	X-linked Kx blood group(XK)\
ENSG00000157927	55698	Homo sapiens	Rap associating with DIL domain(RADIL)\
ENSG00000073861	30009	Homo sapiens	T-box 21(TBX21)\
ENSG00000119673	10965	Homo sapiens	acyl-CoA thioesterase 2(ACOT2)\
ENSG00000132640	22903	Homo sapiens	BTB domain containing 3(BTBD3)\
ENSG00000085831	22996	Homo sapiens	tetratricopeptide repeat domain 39A(TTC39A)\
ENSG00000204843	1639	Homo sapiens	dynactin subunit 1(DCTN1)\
ENSG00000085832	2060	Homo sapiens	epidermal growth factor receptor pathway substrate 15(EPS15)\
ENSG00000120664	100507135	Homo sapiens	SPG20 antisense RNA 1(SPG20-AS1)\
ENSG00000145945	26240	Homo sapiens	family with sequence similarity 50 member B(FAM50B)\
ENSG00000117020	10000	Homo sapiens	AKT serine/threonine kinase 3(AKT3)\
ENSG00000204842	6311	Homo sapiens	ataxin 2(ATXN2)\
ENSG00000145949	340156	Homo sapiens	myosin light chain kinase family member 4(MYLK4)\
ENSG00000120669	54937	Homo sapiens	spermatogenesis and oogenesis specific basic helix-loop-helix 2(SOHLH2)\
ENSG00000120662	9617	Homo sapiens	mitochondrial translation release factor 1(MTRF1)\
ENSG00000204849	647060	Homo sapiens	SPATA31 subfamily A member 1(SPATA31A1)\
ENSG00000131400	9476	Homo sapiens	napsin A aspartic peptidase(NAPSA)\
ENSG00000107779	657	Homo sapiens	bone morphogenetic protein receptor type 1A(BMPR1A)\
ENSG00000119760	9913	Homo sapiens	SPT7-like STAGA complex gamma subunit(SUPT7L)\
ENSG00000118432	1268	Homo sapiens	cannabinoid receptor 1(CNR1)\
ENSG00000118434	81833	Homo sapiens	sperm acrosome associated 1(SPACA1)\
ENSG00000144724	5793	Homo sapiens	protein tyrosine phosphatase, receptor type G(PTPRG)\
ENSG00000120756	5357	Homo sapiens	plastin 1(PLS1)\
ENSG00000169906	795	Homo sapiens	S100 calcium binding protein G(S100G)\
ENSG00000169905	163590	Homo sapiens	torsin 1A interacting protein 2(TOR1AIP2)\
ENSG00000169903	7104	Homo sapiens	transmembrane 4 L six family member 4(TM4SF4)\
ENSG00000169902	8460	Homo sapiens	tyrosylprotein sulfotransferase 1(TPST1)\
ENSG00000107771	54462	Homo sapiens	coiled-coil serine rich protein 2(CCSER2)\
ENSG00000106443	9678	Homo sapiens	PHD finger protein 14(PHF14)\
ENSG00000169900	260434	Homo sapiens	pyrin domain containing 1(PYDC1)\
ENSG00000106436	93408	Homo sapiens	myosin light chain 10(MYL10)\
ENSG00000132744	91703	Homo sapiens	aminoacylase 3(ACY3)\
ENSG00000132746	222	Homo sapiens	aldehyde dehydrogenase 3 family member B2(ALDH3B2)\
ENSG00000132749	9633	Homo sapiens	testis expressed metallothionein like protein(TESMIN)\
ENSG00000169908	4071	Homo sapiens	transmembrane 4 L six family member 1(TM4SF1)\
ENSG00000119771	114818	Homo sapiens	kelch like family member 29(KLHL29)\
ENSG00000119772	1788	Homo sapiens	DNA methyltransferase 3 alpha(DNMT3A)\
ENSG00000001497	81887	Homo sapiens	LAS1 like, ribosome biogenesis factor(LAS1L)\
ENSG00000132740	3508	Homo sapiens	immunoglobulin mu binding protein 2(IGHMBP2)\
ENSG00000144711	9922	Homo sapiens	IQ motif and Sec7 domain 1(IQSEC1)\
ENSG00000119777	54867	Homo sapiens	transmembrane protein 214(TMEM214)\
ENSG00000119778	54454	Homo sapiens	ATPase family, AAA domain containing 2B(ATAD2B)\
ENSG00000144712	23066	Homo sapiens	cullin associated and neddylation dissociated 2 (putative)(CAND2)\
ENSG00000144713	6161	Homo sapiens	ribosomal protein L32(RPL32)\
ENSG00000095209	55151	Homo sapiens	transmembrane protein 38B(TMEM38B)\
ENSG00000131409	94030	Homo sapiens	leucine rich repeat containing 4B(LRRC4B)\
ENSG00000169918	161725	Homo sapiens	OTU deubiquitinase 7A(OTUD7A)\
ENSG00000131408	7376	Homo sapiens	nuclear receptor subfamily 1 group H member 2(NR1H2)\
ENSG00000169914	23252	Homo sapiens	OTU deubiquitinase 3(OTUD3)\
ENSG00000107798	3988	Homo sapiens	lipase A, lysosomal acid type(LIPA)\
ENSG00000105135	10994	Homo sapiens	ilvB acetolactate synthase like(ILVBL)\
ENSG00000105136	79744	Homo sapiens	zinc finger protein 419(ZNF419)\
ENSG00000105137	85360	Homo sapiens	synapse defective Rho GTPase homolog 1(SYDE1)\
ENSG00000132716	50717	Homo sapiens	DDB1 and CUL4 associated factor 8(DCAF8)\
ENSG00000095203	54566	Homo sapiens	erythrocyte membrane protein band 4.1 like 4B(EPB41L4B)\
ENSG00000169919	2990	Homo sapiens	glucuronidase beta(GUSB)\
ENSG00000120729	9499	Homo sapiens	myotilin(MYOT)\
ENSG00000120727	51247	Homo sapiens	poly(A) binding protein interacting protein 2(PAIP2)\
ENSG00000117118	6390	Homo sapiens	succinate dehydrogenase complex iron sulfur subunit B(SDHB)\
ENSG00000058262	29927	Homo sapiens	Sec61 translocon alpha 1 subunit(SEC61A1)\
ENSG00000117115	11240	Homo sapiens	peptidyl arginine deiminase 2(PADI2)\
ENSG00000117114	23266	Homo sapiens	adhesion G protein-coupled receptor L2(ADGRL2)\
ENSG00000118412	9994	Homo sapiens	caspase 8 associated protein 2(CASP8AP2)\
ENSG00000083223	79670	Homo sapiens	zinc finger CCHC-type containing 6(ZCCHC6)\
ENSG00000120733	51780	Homo sapiens	lysine demethylase 3B(KDM3B)\
ENSG00000170903	84437	Homo sapiens	Myb/SANT DNA binding domain containing 4 with coiled-coils(MSANTD4)\
ENSG00000118418	9324	Homo sapiens	high mobility group nucleosomal binding domain 3(HMGN3)\
ENSG00000170906	4696	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)\
ENSG00000170909	126014	Homo sapiens	osteoclast associated, immunoglobulin-like receptor(OSCAR)\
ENSG00000169926	51621	Homo sapiens	Kruppel like factor 13(KLF13)\
ENSG00000106460	54664	Homo sapiens	transmembrane protein 106B(TMEM106B)\
ENSG00000169925	8019	Homo sapiens	bromodomain containing 3(BRD3)\
ENSG00000105131	79852	Homo sapiens	epoxide hydrolase 3(EPHX3)\
ENSG00000106462	2146	Homo sapiens	enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)\
ENSG00000107796	59	Homo sapiens	actin, alpha 2, smooth muscle, aorta(ACTA2)\
ENSG00000071246	22846	Homo sapiens	vasohibin 1(VASH1)\
ENSG00000107789	9562	Homo sapiens	multiple inositol-polyphosphate phosphatase 1(MINPP1)\
ENSG00000105127	10270	Homo sapiens	A-kinase anchoring protein 8(AKAP8)\
ENSG00000106459	4899	Homo sapiens	nuclear respiratory factor 1(NRF1)\
ENSG00000071242	6196	Homo sapiens	ribosomal protein S6 kinase A2(RPS6KA2)\
ENSG00000071243	54556	Homo sapiens	inhibitor of growth family member 3(ING3)\
ENSG00000275183	94059	Homo sapiens	leukocyte receptor cluster member 9(LENG9)\
ENSG00000120738	1958	Homo sapiens	early growth response 1(EGR1)\
ENSG00000072571	3161	Homo sapiens	hyaluronan mediated motility receptor(HMMR)\
ENSG00000118420	90025	Homo sapiens	ubiquitin protein ligase E3D(UBE3D)\
ENSG00000058272	4659	Homo sapiens	protein phosphatase 1 regulatory subunit 12A(PPP1R12A)\
ENSG00000120742	27230	Homo sapiens	stress associated endoplasmic reticulum protein 1(SERP1)\
ENSG00000085871	4258	Homo sapiens	microsomal glutathione S-transferase 2(MGST2)\
ENSG00000085872	10523	Homo sapiens	calcium homeostasis endoplasmic reticulum protein(CHERP)\
ENSG00000170915	85315	Homo sapiens	progestin and adipoQ receptor family member 8(PAQR8)\
ENSG00000132718	23208	Homo sapiens	synaptotagmin 11(SYT11)\
ENSG00000170917	11162	Homo sapiens	nudix hydrolase 6(NUDT6)\
ENSG00000105122	64926	Homo sapiens	RAS protein activator like 3(RASAL3)\
ENSG00000169933	9758	Homo sapiens	FERM and PDZ domain containing 4(FRMPD4)\
ENSG00000106400	10467	Homo sapiens	zinc finger HIT-type containing 1(ZNHIT1)\
ENSG00000107731	219699	Homo sapiens	unc-5 netrin receptor B(UNC5B)\
ENSG00000107736	64072	Homo sapiens	cadherin related 23(CDH23)\
ENSG00000106404	24146	Homo sapiens	claudin 15(CLDN15)\
ENSG00000182916	56849	Homo sapiens	transcription elongation factor A like 7(TCEAL7)\
ENSG00000107738	64115	Homo sapiens	chromosome 10 open reading frame 54(C10orf54)\
ENSG00000120708	7045	Homo sapiens	transforming growth factor beta induced(TGFBI)\
ENSG00000182919	28970	Homo sapiens	chromosome 11 open reading frame 54(C11orf54)\
ENSG00000120705	2107	Homo sapiens	eukaryotic translation termination factor 1(ETF1)\
ENSG00000001460	90529	Homo sapiens	sperm tail PG-rich repeat containing 1(STPG1)\
ENSG00000001461	57185	Homo sapiens	NIPA like domain containing 3(NIPAL3)\
ENSG00000095261	5711	Homo sapiens	proteasome 26S subunit, non-ATPase 5(PSMD5)\
ENSG00000120709	51307	Homo sapiens	family with sequence similarity 53 member C(FAM53C)\
ENSG00000119720	55051	Homo sapiens	NRDE-2, necessary for RNA interference, domain containing(NRDE2)\
ENSG00000170921	26115	Homo sapiens	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2(TANC2)\
ENSG00000168612	90204	Homo sapiens	zinc finger SWIM-type containing 1(ZSWIM1)\
ENSG00000170920	390883	Homo sapiens	olfactory receptor family 7 subfamily G member 3(OR7G3)\
ENSG00000119723	51004	Homo sapiens	coenzyme Q6, monooxygenase(COQ6)\
ENSG00000170923	390882	Homo sapiens	olfactory receptor family 7 subfamily G member 2(OR7G2)\
ENSG00000168610	6774	Homo sapiens	signal transducer and activator of transcription 3(STAT3)\
ENSG00000170925	56156	Homo sapiens	testis expressed 13B(TEX13B)\
ENSG00000119725	57862	Homo sapiens	zinc finger protein 410(ZNF410)\
ENSG00000170927	5314	Homo sapiens	polycystic kidney and hepatic disease 1 (autosomal recessive)(PKHD1)\
ENSG00000168619	8749	Homo sapiens	ADAM metallopeptidase domain 18(ADAM18)\
ENSG00000119729	23433	Homo sapiens	ras homolog family member Q(RHOQ)\
ENSG00000170929	125963	Homo sapiens	olfactory receptor family 1 subfamily M member 1(OR1M1)\
ENSG00000275152	6360	Homo sapiens	C-C motif chemokine ligand 16(CCL16)\
ENSG00000168615	8754	Homo sapiens	ADAM metallopeptidase domain 9(ADAM9)\
ENSG00000169946	23414	Homo sapiens	zinc finger protein, FOG family member 2(ZFPM2)\
ENSG00000182901	6000	Homo sapiens	regulator of G-protein signaling 7(RGS7)\
ENSG00000182902	83733	Homo sapiens	solute carrier family 25 member 18(SLC25A18)\
ENSG00000132703	325	Homo sapiens	amyloid P component, serum(APCS)\
ENSG00000182903	170960	Homo sapiens	zinc finger protein 721(ZNF721)\
ENSG00000132702	60484	Homo sapiens	hyaluronan and proteoglycan link protein 2(HAPLN2)\
ENSG00000132704	79368	Homo sapiens	Fc receptor like 2(FCRL2)\
ENSG00000263155	100820829	Homo sapiens	myocardial zonula adherens protein(MYZAP)\
ENSG00000118402	6785	Homo sapiens	ELOVL fatty acid elongase 4(ELOVL4)\
ENSG00000169953	159119	Homo sapiens	heat shock transcription factor, Y-linked 2(HSFY2)\
ENSG00000168621	2668	Homo sapiens	glial cell derived neurotrophic factor(GDNF)\
ENSG00000169951	92595	Homo sapiens	zinc finger protein 764(ZNF764)\
ENSG00000120725	64374	Homo sapiens	SIL1 nucleotide exchange factor(SIL1)\
ENSG00000119737	10936	Homo sapiens	G protein-coupled receptor 75(GPR75)\
ENSG00000118407	27145	Homo sapiens	filamin A interacting protein 1(FILIP1)\
ENSG00000169957	79724	Homo sapiens	zinc finger protein 768(ZNF768)\
ENSG00000169955	65988	Homo sapiens	zinc finger protein 747(ZNF747)\
ENSG00000182934	6734	Homo sapiens	SRP receptor alpha subunit(SRPRA)\
ENSG00000107758	5532	Homo sapiens	protein phosphatase 3 catalytic subunit beta(PPP3CB)\
ENSG00000182938	347741	Homo sapiens	otopetrin 3(OTOP3)\
ENSG00000170950	5232	Homo sapiens	phosphoglycerate kinase 2(PGK2)\
ENSG00000167302	146705	Homo sapiens	TEPSIN, adaptor related protein complex 4 accessory protein(TEPSIN)\
ENSG00000168634	164237	Homo sapiens	WAP four-disulfide core domain 13(WFDC13)\
ENSG00000169964	131616	Homo sapiens	transmembrane protein 42(TMEM42)\
ENSG00000168631	135656	Homo sapiens	diffuse panbronchiolitis critical region 1(DPCR1)\
ENSG00000169962	83756	Homo sapiens	taste 1 receptor member 3(TAS1R3)\
ENSG00000119703	79696	Homo sapiens	zinc finger C2HC-type containing 1C(ZC2HC1C)\
ENSG00000170946	120526	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C24(DNAJC24)\
ENSG00000119705	81892	Homo sapiens	SRA stem-loop interacting RNA binding protein(SLIRP)\
ENSG00000170949	90338	Homo sapiens	zinc finger protein 160(ZNF160)\
ENSG00000170948	85509	Homo sapiens	methyl-CpG binding domain protein 3 like 1(MBD3L1)\
ENSG00000119707	58517	Homo sapiens	RNA binding motif protein 25(RBM25)\
ENSG00000277791	5691	Homo sapiens	proteasome subunit beta 3(PSMB3)\
ENSG00000167306	4645	Homo sapiens	myosin VB(MYO5B)\
ENSG00000169967	10746	Homo sapiens	mitogen-activated protein kinase kinase kinase 2(MAP3K2)\
ENSG00000107742	9806	Homo sapiens	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2(SPOCK2)\
ENSG00000181610	51649	Homo sapiens	mitochondrial ribosomal protein S23(MRPS23)\
ENSG00000107745	10367	Homo sapiens	mitochondrial calcium uptake 1(MICU1)\
ENSG00000182923	80254	Homo sapiens	centrosomal protein 63(CEP63)\
ENSG00000106415	113263	Homo sapiens	glucocorticoid induced 1(GLCCI1)\
ENSG00000251192	641339	Homo sapiens	zinc finger protein 674(ZNF674)\
ENSG00000071282	29995	Homo sapiens	LIM and cysteine rich domains 1(LMCD1)\
ENSG00000170961	3037	Homo sapiens	hyaluronan synthase 2(HAS2)\
ENSG00000170962	80310	Homo sapiens	platelet derived growth factor D(PDGFD)\
ENSG00000169976	83443	Homo sapiens	splicing factor 3b subunit 5(SF3B5)\
ENSG00000170954	55786	Homo sapiens	zinc finger protein 415(ZNF415)\
ENSG00000119711	4329	Homo sapiens	aldehyde dehydrogenase 6 family member A1(ALDH6A1)\
ENSG00000170953	219858	Homo sapiens	olfactory receptor family 8 subfamily B member 12(OR8B12)\
ENSG00000170956	1084	Homo sapiens	carcinoembryonic antigen related cell adhesion molecule 3(CEACAM3)\
ENSG00000167311	116969	Homo sapiens	ADP-ribosyltransferase 5(ART5)\
ENSG00000170955	112464	Homo sapiens	protein kinase C delta binding protein(PRKCDBP)\
ENSG00000119714	8111	Homo sapiens	G protein-coupled receptor 68(GPR68)\
ENSG00000169972	126789	Homo sapiens	pseudouridylate synthase-like 1(PUSL1)\
ENSG00000119715	2103	Homo sapiens	estrogen related receptor beta(ESRRB)\
ENSG00000170959	100506627	Homo sapiens	doublecortin domain containing 5(DCDC5)\
ENSG00000181609	390066	Homo sapiens	olfactory receptor family 52 subfamily D member 1(OR52D1)\
ENSG00000119718	8892	Homo sapiens	eukaryotic translation initiation factor 2B subunit beta(EIF2B2)\
ENSG00000106410	135935	Homo sapiens	NOBOX oogenesis homeobox(NOBOX)\
ENSG00000168646	8313	Homo sapiens	axin 2(AXIN2)\
ENSG00000167315	10449	Homo sapiens	acetyl-CoA acyltransferase 2(ACAA2)\
ENSG00000182931	280664	Homo sapiens	WAP four-disulfide core domain 10B(WFDC10B)\
ENSG00000179304	727866	Homo sapiens	family with sequence similarity 156 member B(FAM156B)\
ENSG00000182957	221178	Homo sapiens	spermatogenesis associated 13(SPATA13)\
ENSG00000179300	203430	Homo sapiens	zinc finger CCHC-type containing 5(ZCCHC5)\
ENSG00000170965	10761	Homo sapiens	placenta specific 1(PLAC1)\
ENSG00000167325	6240	Homo sapiens	ribonucleotide reductase catalytic subunit M1(RRM1)\
ENSG00000168653	4725	Homo sapiens	NADH:ubiquinone oxidoreductase subunit S5(NDUFS5)\
ENSG00000170967	414301	Homo sapiens	DNA damage inducible 1 homolog 1(DDI1)\
ENSG00000167323	100616453	Homo sapiens	microRNA 4687(MIR4687)\
ENSG00000169981	7584	Homo sapiens	zinc finger protein 35(ZNF35)\
ENSG00000181619	64582	Homo sapiens	G protein-coupled receptor 135(GPR135)\
ENSG00000214194	401397	Homo sapiens	long intergenic non-protein coding RNA 998(LINC00998)\
ENSG00000214193	79729	Homo sapiens	SH3 domain containing 21(SH3D21)\
ENSG00000181617	260436	Homo sapiens	follicular dendritic cell secreted protein(FDCSP)\
ENSG00000181616	390067	Homo sapiens	olfactory receptor family 52 subfamily H member 1(OR52H1)\
ENSG00000275111	7549	Homo sapiens	zinc finger protein 2(ZNF2)\
ENSG00000238166	646938	Homo sapiens	TBC1 domain family member 2B pseudogene(LOC646938)\
ENSG00000214198	253724	Homo sapiens	tetratricopeptide repeat domain 41, pseudogene(TTC41P)\
ENSG00000169989	201798	Homo sapiens	tigger transposable element derived 4(TIGD4)\
ENSG00000182963	10052	Homo sapiens	gap junction protein gamma 1(GJC1)\
ENSG00000168658	200403	Homo sapiens	von Willebrand factor A domain containing 3B(VWA3B)\
ENSG00000277775	8968	Homo sapiens	histone cluster 1 H3 family member f(HIST1H3F)\
ENSG00000002746	23072	Homo sapiens	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1(HECW1)\
ENSG00000182944	2130	Homo sapiens	EWS RNA binding protein 1(EWSR1)\
ENSG00000181631	53829	Homo sapiens	purinergic receptor P2Y13(P2RY13)\
ENSG00000002745	51384	Homo sapiens	Wnt family member 16(WNT16)\
ENSG00000179314	23302	Homo sapiens	WSC domain containing 1(WSCD1)\
ENSG00000214189	388507	Homo sapiens	zinc finger family member 788(ZNF788)\
ENSG00000275126	8368	Homo sapiens	histone cluster 1 H4 family member l(HIST1H4L)\
ENSG00000166002	56935	Homo sapiens	single-pass membrane protein with coiled-coil domains 4(SMCO4)\
ENSG00000167333	55128	Homo sapiens	tripartite motif containing 68(TRIM68)\
ENSG00000253797	9724	Homo sapiens	UTP14, small subunit processome component homolog C (S. cerevisiae)(UTP14C)\
ENSG00000166004	85459	Homo sapiens	centrosomal protein 295(CEP295)\
ENSG00000169994	4648	Homo sapiens	myosin VIIB(MYO7B)\
ENSG00000167332	81285	Homo sapiens	olfactory receptor family 51 subfamily E member 2(OR51E2)\
